temperature,rainfall,humidity,yeild_apples
36.00,55.00,27.00,54.50
52.00,28.00,45.00,56.60
97.00,37.00,80.00,95.60
100.00,67.00,29.00,80.90
53.00,57.00,34.00,64.80
97.00,55.00,62.00,93.80
90.00,28.00,62.00,78.20
89.00,64.00,66.00,98.30
30.00,21.00,57.00,53.70
33.00,78.00,65.00,87.90
96.00,69.00,66.00,102.90
67.00,60.00,32.00,69.30
57.00,74.00,41.00,78.70
38.00,29.00,87.00,78.10
64.00,69.00,84.00,104.10
88.00,67.00,98.00,118.70
49.00,30.00,25.00,44.70
47.00,24.00,47.00,54.30
51.00,33.00,81.00,80.40
81.00,91.00,83.00,119.60
21.00,64.00,62.00,75.50
84.00,69.00,99.00,119.10
79.00,30.00,40.00,62.70
82.00,20.00,33.00,54.40
55.00,95.00,84.00,114.40
23.00,98.00,22.00,69.10
72.00,77.00,48.00,88.90
54.00,53.00,38.00,65.50
51.00,29.00,58.00,64.60
26.00,75.00,26.00,60.90
45.00,50.00,39.00,61.90
20.00,64.00,24.00,52.40
93.00,28.00,24.00,56.30
91.00,71.00,42.00,88.00
41.00,46.00,95.00,92.30
27.00,96.00,73.00,99.90
62.00,98.00,35.00,88.60
27.00,23.00,54.00,52.00
24.00,86.00,71.00,92.80
94.00,69.00,43.00,88.50
31.00,96.00,22.00,70.50
85.00,79.00,43.00,90.80
82.00,72.00,74.00,105.00
62.00,22.00,47.00,57.80
69.00,35.00,65.00,77.20
81.00,91.00,54.00,102.20
76.00,27.00,63.00,74.10
76.00,93.00,89.00,122.70
51.00,30.00,63.00,68.10
44.00,92.00,54.00,91.60
58.00,69.00,94.00,108.30
67.00,85.00,37.00,84.80
84.00,44.00,20.00,59.20
48.00,54.00,71.00,84.00
67.00,64.00,97.00,110.30
48.00,28.00,24.00,42.80
68.00,63.00,54.00,84.30
22.00,80.00,42.00,71.80
58.00,94.00,47.00,92.60
81.00,75.00,68.00,102.60
55.00,22.00,84.00,77.90
30.00,21.00,37.00,41.70
85.00,58.00,90.00,108.50
77.00,73.00,48.00,88.40
91.00,81.00,87.00,120.00
82.00,56.00,65.00,91.60
58.00,63.00,66.00,88.50
25.00,79.00,47.00,75.20
56.00,59.00,86.00,97.90
38.00,61.00,90.00,95.90
91.00,61.00,48.00,86.60
99.00,32.00,71.00,88.30
41.00,27.00,25.00,40.80
37.00,91.00,66.00,96.20
98.00,69.00,99.00,123.30
33.00,80.00,24.00,64.30
86.00,80.00,44.00,92.20
60.00,45.00,75.00,85.50
84.00,39.00,83.00,94.50
30.00,41.00,80.00,77.50
59.00,76.00,77.00,101.90
90.00,42.00,94.00,104.40
33.00,87.00,29.00,70.80
81.00,20.00,57.00,68.50
73.00,94.00,76.00,114.50
47.00,56.00,96.00,99.70
25.00,62.00,45.00,65.50
97.00,75.00,38.00,89.40
95.00,74.00,95.00,122.50
25.00,64.00,29.00,56.90
78.00,39.00,20.00,54.90
62.00,87.00,60.00,98.10
50.00,23.00,61.00,63.10
52.00,87.00,57.00,93.30
69.00,64.00,94.00,109.10
99.00,68.00,51.00,94.30
21.00,58.00,26.00,50.90
86.00,43.00,74.00,91.70
58.00,36.00,73.00,79.20
91.00,66.00,37.00,82.50
21.00,59.00,25.00,50.80
63.00,96.00,57.00,101.10
40.00,20.00,72.00,65.20
33.00,87.00,32.00,72.60
66.00,88.00,73.00,107.60
24.00,94.00,25.00,69.20
97.00,78.00,20.00,80.10
55.00,66.00,61.00,86.10
53.00,82.00,42.00,82.10
22.00,61.00,84.00,87.50
40.00,59.00,22.00,54.70
31.00,93.00,32.00,75.00
94.00,28.00,60.00,78.20
99.00,69.00,83.00,114.00
21.00,47.00,45.00,56.80
36.00,95.00,86.00,109.90
80.00,46.00,100.00,107.00
41.00,94.00,23.00,73.10
26.00,97.00,48.00,85.10
80.00,66.00,76.00,102.60
80.00,63.00,33.00,75.30
25.00,48.00,83.00,81.30
61.00,47.00,93.00,97.60
44.00,81.00,62.00,90.90
89.00,54.00,70.00,95.70
44.00,72.00,73.00,93.00
58.00,71.00,31.00,71.50
54.00,33.00,90.00,86.70
29.00,49.00,91.00,87.80
60.00,51.00,63.00,81.30
30.00,20.00,71.00,61.60
23.00,100.00,66.00,96.50
54.00,51.00,47.00,69.90
35.00,98.00,30.00,77.50
44.00,37.00,24.00,46.10
47.00,94.00,83.00,110.90
46.00,68.00,66.00,87.40
67.00,75.00,76.00,103.20
58.00,63.00,92.00,104.10
100.00,22.00,60.00,77.00
46.00,43.00,32.00,54.50
66.00,86.00,32.00,82.00
22.00,62.00,99.00,97.00
37.00,99.00,27.00,76.80
100.00,89.00,24.00,88.90
65.00,25.00,71.00,74.60
100.00,57.00,47.00,86.70
66.00,30.00,87.00,87.00
74.00,79.00,85.00,112.70
85.00,58.00,32.00,73.70
21.00,28.00,76.00,65.90
36.00,67.00,90.00,98.30
60.00,22.00,92.00,84.20
55.00,85.00,60.00,95.00
74.00,45.00,82.00,93.90
39.00,98.00,90.00,114.70
69.00,79.00,42.00,85.40
97.00,51.00,49.00,84.00
97.00,61.00,87.00,111.80
60.00,58.00,71.00,89.60
76.00,30.00,81.00,86.40
46.00,73.00,87.00,102.50
50.00,96.00,73.00,106.80
34.00,42.00,54.00,63.60
60.00,20.00,33.00,47.80
69.00,56.00,45.00,75.70
53.00,50.00,35.00,61.90
57.00,93.00,31.00,82.20
21.00,54.00,41.00,57.90
42.00,79.00,54.00,84.50
42.00,27.00,89.00,79.50
76.00,49.00,66.00,86.90
70.00,92.00,80.00,115.00
57.00,40.00,45.00,64.10
25.00,46.00,62.00,67.70
29.00,89.00,25.00,68.20
71.00,98.00,69.00,111.70
31.00,79.00,47.00,77.00
56.00,74.00,48.00,82.60
94.00,21.00,64.00,77.10
58.00,100.00,67.00,107.60
57.00,100.00,28.00,83.90
48.00,72.00,20.00,62.40
86.00,79.00,93.00,121.10
41.00,35.00,43.00,55.60
72.00,27.00,38.00,57.90
95.00,41.00,34.00,69.40
75.00,55.00,74.00,94.40
87.00,65.00,95.00,115.60
84.00,69.00,49.00,89.10
88.00,57.00,20.00,66.90
25.00,42.00,86.00,80.10
28.00,95.00,46.00,83.50
48.00,79.00,97.00,112.10
40.00,25.00,21.00,37.10
97.00,45.00,29.00,69.00
85.00,42.00,83.00,96.30
92.00,100.00,81.00,126.20
72.00,78.00,99.00,120.00
56.00,35.00,42.00,59.50
58.00,39.00,58.00,71.70
99.00,46.00,56.00,86.30
28.00,82.00,22.00,62.60
93.00,93.00,44.00,100.80
23.00,32.00,83.00,72.70
49.00,67.00,76.00,93.80
27.00,63.00,93.00,95.40
91.00,63.00,92.00,114.00
26.00,51.00,70.00,75.30
95.00,67.00,69.00,103.40
78.00,42.00,25.00,59.40
59.00,81.00,29.00,75.60
32.00,99.00,59.00,94.50
62.00,66.00,91.00,106.20
47.00,21.00,36.00,46.20
52.00,23.00,53.00,58.90
70.00,96.00,74.00,113.40
32.00,83.00,85.00,102.10
65.00,54.00,95.00,103.50
44.00,89.00,66.00,97.30
59.00,77.00,75.00,101.20
96.00,25.00,87.00,93.50
24.00,86.00,33.00,70.00
76.00,85.00,72.00,108.50
64.00,73.00,90.00,109.70
56.00,94.00,78.00,110.60
28.00,89.00,98.00,111.70
32.00,83.00,25.00,66.10
66.00,73.00,29.00,73.70
26.00,77.00,21.00,58.90
36.00,86.00,35.00,74.80
73.00,44.00,61.00,80.50
90.00,23.00,51.00,69.10
52.00,48.00,31.00,58.20
54.00,34.00,49.00,62.60
32.00,64.00,65.00,80.60
69.00,61.00,55.00,84.20
54.00,64.00,64.00,86.60
20.00,82.00,91.00,101.60
25.00,62.00,32.00,57.70
75.00,99.00,100.00,132.00
23.00,28.00,71.00,63.50
41.00,58.00,91.00,95.90
70.00,88.00,33.00,84.80
76.00,25.00,51.00,65.90
62.00,27.00,49.00,61.50
97.00,30.00,28.00,60.90
24.00,45.00,84.00,80.10
31.00,60.00,36.00,60.90
30.00,32.00,64.00,63.40
36.00,72.00,51.00,77.40
35.00,41.00,21.00,43.60
21.00,65.00,41.00,63.40
50.00,54.00,66.00,81.60
85.00,65.00,69.00,99.40
32.00,57.00,96.00,95.70
96.00,32.00,42.00,70.00
53.00,25.00,95.00,85.40
23.00,88.00,52.00,82.10
86.00,70.00,70.00,102.80
97.00,33.00,36.00,67.20
74.00,21.00,37.00,54.90
56.00,69.00,65.00,90.30
24.00,56.00,76.00,80.80
27.00,72.00,42.00,69.30
20.00,70.00,77.00,87.20
51.00,63.00,47.00,75.00
82.00,87.00,55.00,101.10
42.00,71.00,60.00,84.10
83.00,51.00,85.00,101.40
68.00,54.00,26.00,63.00
90.00,92.00,52.00,104.20
97.00,60.00,91.00,113.70
65.00,71.00,32.00,74.20
98.00,64.00,65.00,100.40
81.00,29.00,70.00,80.80
97.00,29.00,25.00,58.60
29.00,30.00,40.00,47.70
30.00,83.00,54.00,82.90
61.00,37.00,51.00,67.40
49.00,80.00,24.00,69.10
92.00,96.00,53.00,107.40
30.00,45.00,97.00,89.70
69.00,22.00,81.00,80.30
48.00,30.00,98.00,88.20
50.00,79.00,53.00,86.30
60.00,98.00,61.00,103.60
97.00,84.00,20.00,83.10
21.00,63.00,74.00,82.20
24.00,33.00,50.00,53.70
54.00,99.00,80.00,113.70
40.00,28.00,100.00,86.00
44.00,93.00,78.00,106.50
78.00,48.00,65.00,86.40
26.00,65.00,98.00,99.10
74.00,62.00,56.00,86.80
40.00,68.00,22.00,59.20
79.00,40.00,91.00,98.30
68.00,52.00,93.00,102.20
72.00,54.00,33.00,68.40
31.00,95.00,87.00,109.00
66.00,23.00,38.00,54.10
57.00,36.00,84.00,85.50
40.00,80.00,47.00,80.20
82.00,36.00,92.00,97.80
21.00,37.00,21.00,37.40
65.00,24.00,27.00,47.70
80.00,69.00,60.00,94.50
82.00,94.00,69.00,113.00
63.00,29.00,57.00,67.60
61.00,82.00,48.00,88.10
96.00,66.00,39.00,85.20
41.00,93.00,65.00,97.80
73.00,68.00,41.00,80.50
43.00,98.00,23.00,75.70
45.00,31.00,91.00,83.60
20.00,78.00,86.00,96.60
47.00,37.00,74.00,77.00
95.00,28.00,44.00,68.90
27.00,81.00,77.00,94.80
46.00,28.00,95.00,84.80
64.00,97.00,62.00,104.90
56.00,52.00,75.00,87.80
45.00,71.00,88.00,101.80
31.00,81.00,83.00,99.60
84.00,26.00,49.00,67.60
87.00,76.00,20.00,76.10
40.00,50.00,42.00,62.20
64.00,70.00,48.00,83.00
66.00,29.00,53.00,66.10
28.00,37.00,59.00,62.30
51.00,36.00,30.00,51.30
62.00,96.00,86.00,118.20
61.00,47.00,62.00,79.00
69.00,66.00,53.00,85.50
41.00,45.00,49.00,64.20
75.00,35.00,76.00,85.60
27.00,58.00,77.00,83.30
35.00,33.00,20.00,39.00
65.00,82.00,25.00,75.50
44.00,89.00,36.00,79.30
93.00,39.00,86.00,99.00
21.00,87.00,40.00,73.80
78.00,48.00,61.00,84.00
22.00,22.00,42.00,42.80
23.00,66.00,99.00,99.30
97.00,41.00,52.00,80.80
42.00,36.00,51.00,61.20
99.00,25.00,64.00,80.60
25.00,42.00,36.00,50.10
82.00,20.00,47.00,62.80
39.00,41.00,37.00,54.40
29.00,29.00,62.00,60.40
39.00,75.00,38.00,72.00
43.00,79.00,94.00,108.80
87.00,70.00,48.00,89.90
96.00,49.00,56.00,86.90
54.00,42.00,46.00,64.80
52.00,64.00,25.00,62.60
84.00,98.00,30.00,92.20
39.00,59.00,71.00,83.80
26.00,26.00,64.00,59.20
95.00,24.00,43.00,66.30
78.00,45.00,51.00,76.50
30.00,31.00,88.00,77.30
95.00,69.00,30.00,81.00
33.00,85.00,58.00,87.20
20.00,97.00,34.00,74.90
74.00,57.00,55.00,83.70
67.00,65.00,38.00,75.40
36.00,80.00,78.00,97.60
98.00,59.00,46.00,86.50
32.00,64.00,89.00,95.00
48.00,22.00,26.00,41.00
44.00,20.00,37.00,45.40
37.00,72.00,58.00,81.90
26.00,75.00,55.00,78.30
23.00,72.00,49.00,72.30
82.00,46.00,59.00,83.00
48.00,42.00,48.00,64.20
52.00,78.00,27.00,70.80
49.00,73.00,36.00,72.80
82.00,32.00,42.00,65.80
77.00,77.00,89.00,115.00
62.00,21.00,54.00,61.50
70.00,47.00,75.00,89.50
81.00,43.00,79.00,93.20
54.00,71.00,32.00,70.90
63.00,34.00,38.00,58.70
22.00,59.00,74.00,80.50
47.00,93.00,26.00,76.20
45.00,37.00,93.00,87.80
44.00,22.00,58.00,59.00
79.00,35.00,58.00,76.00
57.00,45.00,54.00,72.00
45.00,99.00,47.00,91.20
60.00,90.00,31.00,81.60
20.00,62.00,47.00,65.20
63.00,26.00,61.00,68.50
50.00,28.00,70.00,71.00
44.00,76.00,98.00,110.00
20.00,81.00,31.00,65.10
84.00,83.00,59.00,102.10
63.00,94.00,37.00,88.10
45.00,76.00,86.00,103.10
48.00,47.00,63.00,75.70
22.00,40.00,30.00,44.60
91.00,71.00,57.00,97.00
65.00,77.00,49.00,87.40
23.00,69.00,87.00,93.60
72.00,65.00,33.00,73.90
28.00,44.00,82.00,79.60
53.00,38.00,92.00,90.10
46.00,74.00,69.00,92.20
40.00,25.00,67.00,64.70
33.00,48.00,55.00,66.90
84.00,21.00,60.00,71.70
68.00,46.00,68.00,84.20
31.00,92.00,32.00,74.50
84.00,48.00,79.00,96.60
67.00,41.00,49.00,70.00
90.00,37.00,39.00,68.90
88.00,45.00,41.00,73.50
67.00,47.00,55.00,76.60
90.00,84.00,68.00,109.80
66.00,28.00,45.00,60.80
59.00,65.00,64.00,88.60
21.00,28.00,32.00,39.50
24.00,25.00,51.00,50.30
86.00,26.00,84.00,89.20
94.00,21.00,34.00,59.10
51.00,40.00,37.00,57.50
98.00,34.00,61.00,83.00
23.00,26.00,88.00,72.70
92.00,39.00,24.00,61.50
37.00,36.00,79.00,76.50
36.00,31.00,23.00,40.10
62.00,80.00,79.00,106.00
43.00,25.00,73.00,69.20
65.00,36.00,67.00,77.70
67.00,88.00,93.00,119.90
93.00,57.00,36.00,78.00
99.00,95.00,84.00,127.60
52.00,87.00,56.00,92.70
73.00,35.00,90.00,93.40
33.00,87.00,47.00,81.60
40.00,80.00,59.00,87.40
62.00,59.00,68.00,88.90
40.00,71.00,28.00,64.30
90.00,39.00,92.00,101.70
31.00,43.00,45.00,57.80
79.00,23.00,74.00,79.60
44.00,69.00,76.00,93.30
20.00,60.00,20.00,48.00
29.00,40.00,26.00,44.30
85.00,97.00,99.00,133.40
90.00,25.00,26.00,55.10
51.00,71.00,41.00,75.40
94.00,35.00,87.00,97.90
86.00,99.00,78.00,122.10
49.00,37.00,94.00,89.60
72.00,40.00,56.00,75.20
74.00,97.00,82.00,119.90
35.00,73.00,22.00,60.20
40.00,81.00,66.00,92.10
39.00,66.00,36.00,66.30
74.00,73.00,100.00,118.70
62.00,40.00,87.00,90.80
89.00,20.00,83.00,86.50
29.00,83.00,58.00,85.00
98.00,22.00,24.00,54.80
96.00,80.00,63.00,106.60
46.00,74.00,58.00,85.60
40.00,97.00,77.00,106.70
89.00,49.00,100.00,111.20
20.00,52.00,50.00,62.00
83.00,57.00,42.00,78.60
30.00,29.00,54.00,55.90
34.00,57.00,92.00,93.90
44.00,87.00,52.00,87.90
27.00,33.00,64.00,63.00
78.00,54.00,66.00,90.00
71.00,92.00,78.00,114.10
60.00,54.00,69.00,86.40
58.00,68.00,31.00,70.00
30.00,30.00,23.00,37.80
43.00,34.00,46.00,57.50
50.00,71.00,90.00,104.50
58.00,51.00,67.00,83.10
75.00,78.00,94.00,117.90
41.00,91.00,40.00,81.80
20.00,39.00,64.00,63.90
98.00,45.00,33.00,71.70
43.00,24.00,97.00,83.10
88.00,32.00,33.00,62.20
46.00,29.00,34.00,48.70
85.00,83.00,77.00,113.20
21.00,60.00,95.00,93.30
45.00,64.00,30.00,63.50
76.00,40.00,24.00,57.20
70.00,63.00,58.00,87.30
34.00,78.00,64.00,87.60
66.00,60.00,81.00,98.40
31.00,81.00,85.00,100.80
58.00,55.00,61.00,81.50
40.00,71.00,100.00,107.50
30.00,23.00,97.00,78.70
26.00,86.00,36.00,72.40
95.00,51.00,70.00,96.00
97.00,56.00,78.00,103.90
27.00,28.00,29.00,39.50
89.00,99.00,31.00,94.80
74.00,81.00,43.00,88.50
27.00,33.00,56.00,58.20
46.00,50.00,33.00,58.60
53.00,24.00,25.00,42.90
54.00,96.00,37.00,86.40
34.00,20.00,55.00,53.20
33.00,38.00,54.00,61.30
47.00,100.00,51.00,94.70
42.00,41.00,72.00,76.30
80.00,59.00,96.00,111.10
37.00,34.00,100.00,88.10
42.00,59.00,71.00,84.70
39.00,25.00,45.00,51.20
56.00,65.00,24.00,63.70
21.00,87.00,84.00,100.20
30.00,56.00,95.00,94.00
84.00,52.00,53.00,83.00
34.00,21.00,79.00,68.10
65.00,25.00,99.00,91.40
42.00,76.00,84.00,101.00
55.00,97.00,83.00,114.80
58.00,81.00,50.00,87.90
83.00,75.00,22.00,75.60
24.00,37.00,77.00,71.90
31.00,42.00,98.00,89.10
67.00,49.00,94.00,101.00
97.00,42.00,89.00,103.50
25.00,49.00,47.00,60.20
26.00,76.00,77.00,92.00
90.00,80.00,67.00,107.20
88.00,100.00,42.00,101.60
75.00,57.00,64.00,89.40
80.00,70.00,38.00,81.80
40.00,40.00,90.00,86.00
95.00,80.00,35.00,89.50
98.00,73.00,63.00,103.70
52.00,70.00,63.00,88.40
49.00,78.00,38.00,76.50
34.00,42.00,54.00,63.60
22.00,63.00,52.00,69.30
86.00,45.00,34.00,68.70
55.00,90.00,24.00,75.90
59.00,27.00,99.00,90.60
80.00,88.00,90.00,122.00
51.00,93.00,60.00,97.80
69.00,42.00,32.00,60.90
59.00,74.00,38.00,77.50
84.00,92.00,46.00,98.80
49.00,65.00,84.00,97.60
30.00,77.00,62.00,84.70
94.00,28.00,53.00,74.00
76.00,45.00,87.00,97.50
100.00,49.00,42.00,79.70
26.00,70.00,35.00,63.80
37.00,61.00,98.00,100.40
70.00,91.00,85.00,117.50
29.00,56.00,51.00,67.30
40.00,33.00,25.00,43.50
42.00,61.00,82.00,92.30
29.00,84.00,33.00,70.50
72.00,56.00,35.00,70.60
22.00,48.00,51.00,61.20
75.00,20.00,42.00,57.70
61.00,88.00,55.00,95.30
70.00,63.00,47.00,80.70
43.00,79.00,99.00,111.80
56.00,53.00,59.00,78.70
50.00,41.00,23.00,49.30
80.00,26.00,88.00,89.80
33.00,80.00,54.00,82.30
79.00,51.00,80.00,97.20
53.00,94.00,39.00,86.30
43.00,73.00,57.00,83.60
64.00,25.00,22.00,44.90
72.00,70.00,78.00,103.40
48.00,97.00,22.00,76.10
50.00,43.00,26.00,52.10
68.00,92.00,78.00,113.20
68.00,77.00,99.00,118.30
31.00,53.00,52.00,67.00
88.00,74.00,28.00,80.20
21.00,38.00,58.00,60.10
26.00,83.00,58.00,84.10
94.00,85.00,46.00,98.30
56.00,22.00,51.00,58.40
96.00,75.00,82.00,115.50
45.00,25.00,58.00,60.80
46.00,37.00,100.00,92.30
22.00,92.00,71.00,95.20
52.00,87.00,45.00,86.10
55.00,22.00,72.00,70.70
47.00,32.00,56.00,63.70
32.00,70.00,37.00,66.80
26.00,79.00,82.00,96.50
65.00,64.00,32.00,70.70
32.00,83.00,42.00,76.30
30.00,34.00,77.00,72.20
54.00,75.00,72.00,96.90
84.00,26.00,99.00,97.60
66.00,59.00,50.00,79.30
25.00,100.00,31.00,76.10
59.00,71.00,91.00,107.80
86.00,53.00,56.00,85.90
43.00,52.00,42.00,64.10
90.00,87.00,78.00,117.30
40.00,72.00,23.00,61.80
24.00,30.00,39.00,45.60
21.00,22.00,79.00,64.70
46.00,41.00,48.00,63.10
92.00,42.00,46.00,76.20
92.00,41.00,26.00,63.70
51.00,52.00,45.00,68.30
100.00,90.00,23.00,88.80
48.00,75.00,93.00,107.70
89.00,48.00,97.00,108.90
59.00,75.00,56.00,88.80
90.00,72.00,22.00,76.20
23.00,71.00,44.00,68.80
70.00,72.00,63.00,94.80
27.00,69.00,92.00,97.80
32.00,72.00,98.00,104.40
45.00,88.00,84.00,107.90
76.00,21.00,97.00,91.50
46.00,52.00,32.00,59.00
90.00,46.00,41.00,74.60
74.00,24.00,83.00,84.00
81.00,72.00,72.00,103.50
95.00,73.00,57.00,99.20
28.00,67.00,47.00,70.10
27.00,32.00,24.00,38.50
44.00,76.00,96.00,108.80
35.00,52.00,71.00,79.10
32.00,63.00,86.00,92.70
35.00,52.00,66.00,76.10
23.00,47.00,93.00,86.20
54.00,30.00,51.00,61.80
63.00,40.00,51.00,69.50
28.00,43.00,61.00,66.50
67.00,43.00,85.00,92.60
62.00,38.00,80.00,85.60
32.00,50.00,89.00,88.00
95.00,82.00,70.00,111.50
79.00,83.00,42.00,90.40
22.00,57.00,86.00,86.70
23.00,66.00,86.00,91.50
33.00,41.00,59.00,65.80
93.00,34.00,83.00,94.70
46.00,32.00,54.00,62.20
48.00,26.00,87.00,79.60
65.00,49.00,75.00,89.00
65.00,80.00,80.00,107.50
48.00,86.00,56.00,91.00
61.00,52.00,37.00,66.50
72.00,79.00,75.00,106.10
94.00,65.00,36.00,82.30
71.00,23.00,54.00,65.20
33.00,77.00,77.00,94.60
28.00,58.00,72.00,80.60
49.00,80.00,31.00,73.30
96.00,81.00,74.00,113.70
32.00,44.00,100.00,91.60
63.00,88.00,43.00,88.70
40.00,68.00,70.00,88.00
94.00,55.00,21.00,68.30
95.00,77.00,61.00,103.60
75.00,70.00,69.00,98.90
23.00,35.00,94.00,80.80
66.00,52.00,40.00,69.80
88.00,87.00,91.00,124.50
28.00,40.00,98.00,87.20
73.00,21.00,30.00,50.40
88.00,59.00,63.00,93.70
62.00,88.00,39.00,86.00
23.00,86.00,59.00,85.30
37.00,71.00,25.00,61.60
41.00,20.00,41.00,46.90
30.00,26.00,82.00,71.20
48.00,88.00,33.00,78.20
58.00,70.00,57.00,86.60
76.00,31.00,84.00,88.70
94.00,73.00,92.00,119.90
69.00,43.00,72.00,85.40
87.00,71.00,92.00,116.80
68.00,56.00,45.00,75.40
72.00,81.00,37.00,84.30
23.00,44.00,96.00,86.50
54.00,20.00,67.00,66.40
78.00,50.00,43.00,74.20
69.00,20.00,99.00,90.10
80.00,64.00,39.00,79.40
35.00,34.00,54.00,59.90
24.00,43.00,82.00,77.90
33.00,98.00,46.00,86.50
97.00,69.00,88.00,116.40
92.00,73.00,38.00,86.90
83.00,76.00,74.00,107.30
87.00,31.00,20.00,53.60
96.00,77.00,30.00,85.30
96.00,96.00,25.00,91.80
85.00,81.00,55.00,99.00
20.00,33.00,49.00,51.90
46.00,70.00,31.00,67.40
42.00,25.00,55.00,58.10
59.00,40.00,89.00,91.10
51.00,25.00,65.00,66.80
57.00,81.00,20.00,69.60
37.00,35.00,93.00,84.40
90.00,70.00,82.00,111.20
78.00,22.00,44.00,60.80
93.00,99.00,74.00,121.80
70.00,22.00,52.00,63.20
45.00,84.00,88.00,108.30
30.00,35.00,56.00,60.10
56.00,85.00,90.00,113.30
27.00,79.00,27.00,63.80
83.00,25.00,52.00,68.60
39.00,57.00,69.00,81.60
92.00,43.00,58.00,83.90
81.00,22.00,100.00,95.30
30.00,74.00,85.00,97.00
37.00,61.00,64.00,80.00
26.00,41.00,96.00,85.90
86.00,98.00,35.00,95.80
37.00,61.00,65.00,80.60
75.00,20.00,58.00,67.30
58.00,45.00,32.00,59.10
37.00,77.00,65.00,88.60
87.00,71.00,73.00,105.40
37.00,48.00,74.00,79.50
70.00,84.00,51.00,93.60
98.00,96.00,30.00,95.40
68.00,59.00,74.00,94.30
49.00,81.00,28.00,72.00
44.00,27.00,27.00,42.90
38.00,46.00,21.00,47.00
68.00,75.00,33.00,77.70
29.00,91.00,68.00,95.00
36.00,70.00,60.00,81.80
71.00,28.00,74.00,79.70
32.00,28.00,56.00,57.20
70.00,20.00,91.00,85.60
56.00,84.00,43.00,84.60
34.00,66.00,92.00,98.40
46.00,77.00,65.00,91.30
100.00,52.00,71.00,98.60
80.00,24.00,71.00,78.60
36.00,82.00,38.00,74.60
37.00,97.00,68.00,100.40
63.00,23.00,69.00,71.80
62.00,43.00,43.00,65.90
62.00,67.00,90.00,106.10
100.00,67.00,100.00,123.50
98.00,46.00,79.00,99.80
74.00,93.00,74.00,113.10
20.00,24.00,57.00,52.20
42.00,36.00,97.00,88.80
57.00,44.00,41.00,63.70
26.00,84.00,62.00,87.00
82.00,25.00,99.00,96.50
92.00,43.00,92.00,104.30
72.00,95.00,42.00,94.30
95.00,33.00,25.00,60.00
100.00,56.00,82.00,107.20
55.00,79.00,88.00,108.80
23.00,52.00,46.00,60.50
76.00,77.00,98.00,120.10
80.00,40.00,34.00,64.40
94.00,90.00,54.00,105.60
61.00,84.00,45.00,87.30
54.00,77.00,24.00,69.10
38.00,66.00,34.00,64.80
52.00,32.00,24.00,46.00
46.00,49.00,74.00,82.70
86.00,86.00,64.00,107.20
84.00,64.00,94.00,113.60
79.00,88.00,63.00,105.50
99.00,94.00,83.00,126.50
51.00,49.00,89.00,93.20
58.00,48.00,63.00,79.20
66.00,43.00,48.00,70.10
24.00,99.00,47.00,84.90
20.00,62.00,51.00,67.60
46.00,81.00,79.00,101.70
41.00,43.00,70.00,75.80
70.00,38.00,61.00,76.60
73.00,67.00,96.00,113.00
74.00,45.00,34.00,65.10
97.00,85.00,46.00,99.20
96.00,25.00,63.00,79.10
49.00,40.00,65.00,73.70
58.00,98.00,33.00,86.20
53.00,24.00,63.00,65.70
77.00,95.00,56.00,104.20
56.00,57.00,41.00,69.90
36.00,49.00,55.00,68.30
58.00,64.00,78.00,96.20
31.00,94.00,53.00,88.10
45.00,28.00,32.00,46.70
61.00,43.00,69.00,81.20
56.00,40.00,32.00,56.00
90.00,69.00,68.00,102.30
77.00,23.00,95.00,91.60
33.00,54.00,95.00,93.90
62.00,53.00,78.00,91.90
28.00,54.00,39.00,58.80
76.00,74.00,47.00,88.00
93.00,33.00,30.00,62.40
66.00,26.00,81.00,81.40
94.00,25.00,64.00,79.10
76.00,49.00,32.00,66.50
31.00,45.00,32.00,51.00
99.00,23.00,20.00,53.20
37.00,40.00,99.00,90.50
41.00,29.00,73.00,70.60
33.00,72.00,72.00,89.10
57.00,24.00,39.00,52.50
42.00,49.00,31.00,55.70
84.00,56.00,40.00,77.20
67.00,55.00,25.00,62.60
48.00,36.00,28.00,49.20
50.00,33.00,38.00,54.30
87.00,39.00,25.00,60.60
94.00,42.00,46.00,76.80
29.00,92.00,38.00,77.50
90.00,22.00,73.00,81.80
20.00,79.00,35.00,66.50
57.00,26.00,31.00,48.70
42.00,62.00,43.00,69.40
75.00,31.00,87.00,90.20
54.00,84.00,61.00,94.80
97.00,20.00,84.00,89.50
95.00,80.00,80.00,116.50
37.00,36.00,53.00,60.90
66.00,87.00,52.00,94.50
76.00,92.00,28.00,85.60
57.00,76.00,55.00,88.10
58.00,71.00,29.00,70.30
61.00,43.00,39.00,63.20
67.00,44.00,95.00,99.10
97.00,67.00,81.00,111.20
79.00,83.00,84.00,115.60
73.00,59.00,48.00,80.20
60.00,54.00,95.00,102.00
37.00,33.00,32.00,46.80
90.00,55.00,69.00,95.90
39.00,56.00,76.00,85.30
30.00,25.00,49.00,50.90
63.00,84.00,77.00,107.10
22.00,98.00,57.00,89.80
24.00,81.00,95.00,104.70
75.00,23.00,68.00,74.80
77.00,46.00,99.00,105.50
94.00,89.00,60.00,108.70
35.00,32.00,80.00,74.50
66.00,23.00,50.00,61.30
25.00,40.00,32.00,46.70
75.00,55.00,51.00,80.60
35.00,58.00,85.00,90.50
27.00,44.00,78.00,76.90
59.00,99.00,67.00,107.40
55.00,69.00,77.00,97.20
